transaction_id,transaction_date,product_id,product_name,quantity,unit_price,total_price
R000774,2024-04-12,P115,パナソニック 目もとエステ【店頭】［期間限定］,3,15800,47400
R000775,2024-04-12,P172,三陸産 生ウニ 100g,3,5980,17940
R000776,2024-04-12,P006,花王 アタック洗剤【期間限定】,9,800,7200
R000777,2024-04-12,P129,象印 ホットプレート やきやき,1,12800,12800
R000778,2024-04-12,P031,リコー IM C200（ネット）,2,40000,80000
R000779,2024-04-13,P018,シャープ 加湿器 HX-50【店頭】＜半額セール＞,1,15000,15000
R000780,2024-04-13,P044,資生堂 TSUBAKIシャンプー【店頭】,3,1200,3600
R000781,2024-04-14,P044,資生堂 TSUBAKIシャンプー,1,1200,1200
R000782,2024-04-15,P106,SwitchBot カーテン自動開閉【店頭】＜期間限定＞,4,7980,31920
R000783,2024-04-15,P036,ハウス食品 カレールウ（半額セール）,7,300,2100
R000784,2024-04-15,P015,森永 エンゼルパイ【店頭】＜半額セール＞,5,300,1500
R000785,2024-04-16,P040,クラシエ サッポロ一番＜期間限定＞,10,210,2100
R000786,2024-04-17,P156,コンビ チャイルドシート クルムーヴ,1,38800,38800
R000787,2024-04-17,P192,ワイン頒布会 赤白2本セット（期間限定）,2,6800,13600
R000788,2024-04-18,P128,ティファール 電気ケトル 1.2L＜半額セール＞,4,4980,19920
R000789,2024-04-18,P068,バンダイ 仮面ライダーアクションフィギュア,1,3200,3200
R000790,2024-04-18,P079,パナソニック 電子レンジ[半額セール],3,15000,45000
R000791,2024-04-19,P034,サントリー ザ・プレミアムモルツ【店頭】,10,500,5000
R000792,2024-04-20,P033,日清 どん兵衛,1,220,220
R000793,2024-04-20,P174,無印良品風 トラベルポーチ 3点セット【店頭】＜期間限定＞,1,2480,2480
R000794,2024-04-21,P004,日清 カップヌードル【店頭】＜期間限定＞,6,200,1200
R000795,2024-04-21,P196,TONE 工具セット 56点＜期間限定＞,1,14800,14800
R000796,2024-04-21,P004,日清 カップヌードル,10,200,2000
R000797,2024-04-21,P040,クラシエ サッポロ一番（半額セール）,5,210,1050
R000798,2024-04-22,P160,西松屋 ベビーバスチェア【期間限定】,3,2480,7440
R000799,2024-04-22,P167,新潟県魚沼産コシヒカリ 5kg【半額セール】,1,3980,3980
R000800,2024-04-22,P153,コンビ ベビーカー スゴカルα（期間限定）,1,39800,39800
R000801,2024-04-22,P121,明治 アミノコラーゲン 200g,5,2480,12400
R000802,2024-04-22,P054,GU Tシャツ,2,1200,2400
R000803,2024-04-24,P006,花王 アタック洗剤,5,800,4000
R000804,2024-04-24,P033,日清 どん兵衛（半額セール）,1,220,220
R000805,2024-04-24,P044,資生堂 TSUBAKIシャンプー（期間限定）,1,1200,1200
R000806,2024-04-24,P167,新潟県魚沼産コシヒカリ 5kg【店頭】＜半額セール＞,2,3980,7960
R000807,2024-04-24,P012,明治 ミルクチョコレート[期間限定],7,150,1050
R000808,2024-04-25,P135,アシックス ランニングシューズ GEL-KAYANO【店頭】＜期間限定＞,1,15800,15800
R000809,2024-04-25,P128,ティファール 電気ケトル 1.2L（半額セール）,2,4980,9960
R000810,2024-04-25,P071,バンダイ デジモンカード【店頭】＜期間限定＞,2,500,1000
R000811,2024-04-25,P040,クラシエ サッポロ一番【店頭】＜半額セール＞,10,210,2100
R000812,2024-04-26,P047,カネボウ ハンドクリーム（期間限定）,7,700,4900
R000813,2024-04-26,P135,アシックス ランニングシューズ GEL-KAYANO【閉店セール】,1,15800,15800
R000814,2024-04-26,P080,ソニー ブルーレイプレーヤー,2,12000,24000
R000815,2024-04-26,P037,マルちゃん 正麺（ネット）,2,250,500
R000816,2024-04-26,P174,無印良品風 トラベルポーチ 3点セット【店頭】＜半額セール＞,2,2480,4960
R000817,2024-04-26,P092,ソニー デジタル一眼レフ α7R IV＜期間限定＞,1,250000,250000
R000818,2024-04-26,P057,三菱鉛筆 ユニ,2,120,240
R000819,2024-04-26,P007,ユニクロ ヒートテックTシャツ,1,1500,1500
R000820,2024-04-27,P034,サントリー ザ・プレミアムモルツ【店頭】【半額セール】,3,500,1500
R000821,2024-04-27,P146,花王 ニャンとも清潔トイレセット【店頭】［期間限定］,3,3980,11940
R000822,2024-04-27,P193,マキタ 充電式電動ドライバー【店頭】＜期間限定＞,3,9800,29400
R000823,2024-04-27,P075,ソニー ワイヤレススピーカー SRS-XB12,1,8000,8000
R000824,2024-04-28,P141,モンベル トレッキングポール[期間限定],3,6980,20940
R000825,2024-04-28,P093,キヤノン EOS 90D【店頭】［期間限定］,1,150000,150000
R000826,2024-04-28,P041,カゴメ トマトジュース【半額セール】,1,180,180
R000827,2024-04-29,P035,ヤクルト 1000【閉店セール】,2,250,500
R000828,2024-04-29,P152,GEX ハムスターケージ[期間限定],2,4980,9960
R000829,2024-04-29,P139,カリマー 登山リュック 30L【期間限定】,3,18800,56400
R000830,2024-04-29,P085,日立 炊飯器 RZ-Mシリーズ[期間限定],2,30000,60000
R000831,2024-04-30,P140,アディダス スポーツウェア 上下セット【店頭】＜期間限定＞,1,8980,8980
R000832,2024-04-30,P043,P&G アリエール洗濯洗剤[期間限定],9,800,7200
R000833,2024-04-30,P059,ゼブラ マイルドライナー[半額セール],8,180,1440
R000834,2024-05-01,P170,京都宇治 抹茶スイーツ詰め合わせ＜期間限定＞,1,3200,3200
R000835,2024-05-02,P110,フィリップス ソニッケアー 電動歯ブラシ,1,8980,8980
R000836,2024-05-03,P034,サントリー ザ・プレミアムモルツ,8,500,4000
R000837,2024-05-03,P106,SwitchBot カーテン自動開閉,3,7980,23940
R000838,2024-05-03,P143,ダイワ 釣り竿 スピニングロッド【店頭】［期間限定］,2,12800,25600
R000839,2024-05-03,P065,プラス カラーペンセット,9,250,2250
R000840,2024-05-03,P151,ドギーマン おさんぽリード,5,1480,7400
R000841,2024-05-04,P199,BOSCH レーザー距離計【半額セール】,5,7980,39900
R000842,2024-05-04,P116,ブラウン メンズシェーバー シリーズ9[半額セール],1,24800,24800
R000843,2024-05-05,P049,ユニクロ ジーンズ,4,3000,12000
R000844,2024-05-05,P062,パイロット フリクションペン【店頭】＜半額セール＞,1,130,130
R000845,2024-05-05,P190,本の定期便 月2冊（ネット）,5,2980,14900
R000846,2024-05-05,P066,タカラトミー プラレール,1,2800,2800
R000847,2024-05-05,P139,カリマー 登山リュック 30L,3,18800,56400
R000848,2024-05-05,P136,Manduka ヨガマット PRO 6mm【店頭】［期間限定］,1,14800,14800
R000849,2024-05-06,P090,パナソニック ビエラ ブルーレイレコーダー【閉店セール】,3,35000,105000
R000850,2024-05-07,P169,北海道十勝 ラクレットチーズ 300g【店頭】,2,2480,4960
R000851,2024-05-07,P108,TP-Link スマートプラグ 2個セット（ネット）,1,3200,3200
R000852,2024-05-08,P025,キヤノン EOS R6,1,230000,230000
R000853,2024-05-09,P068,バンダイ 仮面ライダーアクションフィギュア＜期間限定＞,5,3200,16000
R000854,2024-05-10,P151,ドギーマン おさんぽリード,2,1480,2960
R000855,2024-05-10,P038,江崎グリコ ポッキー,1,150,150
R000856,2024-05-10,P041,カゴメ トマトジュース（半額セール）,9,180,1620
R000857,2024-05-10,P047,カネボウ ハンドクリーム,5,700,3500
R000858,2024-05-10,P035,ヤクルト 1000,1,250,250
R000859,2024-05-10,P147,ユリウス K9 犬用ハーネス【店頭】【半額セール】,1,7980,7980
R000860,2024-05-11,P179,マーナ シュパット エコバッグ L（期間限定）,1,1980,1980
R000861,2024-05-11,P035,ヤクルト 1000【店頭】＜半額セール＞,5,250,1250
R000862,2024-05-11,P062,パイロット フリクションペン【店頭】,10,130,1300
R000863,2024-05-11,P167,新潟県魚沼産コシヒカリ 5kg,5,3980,19900
R000864,2024-05-11,P169,北海道十勝 ラクレットチーズ 300g＜半額セール＞,2,2480,4960
R000865,2024-05-11,P116,ブラウン メンズシェーバー シリーズ9,2,24800,49600
R000866,2024-05-12,P113,パナソニック ヘアドライヤー ナノケア,3,28000,84000
R000867,2024-05-12,P042,ユニ・チャーム ソフィ【店頭】＜半額セール＞,6,350,2100
R000868,2024-05-12,P062,パイロット フリクションペン【店頭】＜期間限定＞,2,130,260
R000869,2024-05-12,P047,カネボウ ハンドクリーム【店頭】＜期間限定＞,1,700,700
R000870,2024-05-12,P044,資生堂 TSUBAKIシャンプー【店頭】【半額セール】,4,1200,4800
R000871,2024-05-13,P049,ユニクロ ジーンズ,4,3000,12000
R000872,2024-05-13,P147,ユリウス K9 犬用ハーネス,1,7980,7980
R000873,2024-05-13,P049,ユニクロ ジーンズ【半額セール】,4,3000,12000
R000874,2024-05-13,P170,京都宇治 抹茶スイーツ詰め合わせ【店頭】【半額セール】,2,3200,6400
R000875,2024-05-14,P065,プラス カラーペンセット【期間限定】,1,250,250
R000876,2024-05-14,P067,バンダイ たまごっち【店頭】＜期間限定＞,2,1200,2400
R000877,2024-05-16,P074,バンダイ ミニ四駆【閉店セール】,1,2000,2000
R000878,2024-05-17,P139,カリマー 登山リュック 30L[半額セール],2,18800,37600
R000879,2024-05-17,P163,有機野菜セット 10品目［期間限定］,3,3280,9840
R000880,2024-05-17,P041,カゴメ トマトジュース,7,180,1260
R000881,2024-05-18,P007,ユニクロ ヒートテックTシャツ【店頭】,2,1500,3000
R000882,2024-05-18,P016,日立 4Kスマートテレビ（半額セール）,1,80000,80000
R000883,2024-05-18,P035,ヤクルト 1000[期間限定],8,250,2000
R000884,2024-05-19,P094,富士フイルム X-T4[期間限定],1,170000,170000
R000885,2024-05-20,P033,日清 どん兵衛[半額セール],7,220,1540
R000886,2024-05-20,P034,サントリー ザ・プレミアムモルツ【店頭】［期間限定］,3,500,1500
R000887,2024-05-20,P038,江崎グリコ ポッキー,3,150,450
R000888,2024-05-21,P108,TP-Link スマートプラグ 2個セット[期間限定],2,3200,6400
R000889,2024-05-21,P045,大正製薬 サロンパス【店頭】＜半額セール＞,8,400,3200
R000890,2024-05-21,P143,ダイワ 釣り竿 スピニングロッド【店頭】＜半額セール＞,2,12800,25600
R000891,2024-05-21,P124,味の素 アミノバイタル プロ 30本,2,3680,7360
R000892,2024-05-21,P005,キリン 一番搾りビール【店頭】【半額セール】,1,400,400
R000893,2024-05-22,P161,松坂牛 サーロインステーキ 200g［期間限定］,2,8800,17600
R000894,2024-05-22,P062,パイロット フリクションペン,8,130,1040
R000895,2024-05-22,P067,バンダイ たまごっち【期間限定】,3,1200,3600
R000896,2024-05-22,P036,ハウス食品 カレールウ【店頭】［期間限定］,3,300,900
R000897,2024-05-22,P041,カゴメ トマトジュース【店頭】＜期間限定＞,8,180,1440
R000898,2024-05-22,P088,任天堂 SWITCH【半額セール】,2,40000,80000
R000899,2024-05-22,P080,ソニー ブルーレイプレーヤー[半額セール],2,12000,24000
R000900,2024-05-22,P103,SwitchBot スマートロック Pro,1,12800,12800
R000901,2024-05-23,P050,無印良品 ウールブレンドコート,3,5000,15000
R000902,2024-05-23,P160,西松屋 ベビーバスチェア【店頭】＜半額セール＞,1,2480,2480
R000903,2024-05-23,P149,チャオ ちゅ〜る バラエティ 50本【店頭】,4,1980,7920
R000904,2024-05-24,P047,カネボウ ハンドクリーム【店頭】【半額セール】,5,700,3500
R000905,2024-05-24,P169,北海道十勝 ラクレットチーズ 300g【店頭】,2,2480,4960
R000906,2024-05-24,P039,ロッテ ガーナミルクチョコレート【店頭】［期間限定］,6,180,1080
R000907,2024-05-25,P148,ペティオ ペットベッド あったかドーム[半額セール],3,3480,10440
R000908,2024-05-25,P043,P&G アリエール洗濯洗剤[期間限定],7,800,5600
R000909,2024-05-25,P038,江崎グリコ ポッキー,9,150,1350
R000910,2024-05-26,P033,日清 どん兵衛（期間限定）,3,220,660
R000911,2024-05-26,P087,ソニー ゲーム機 PLAYSTATION5【半額セール】,2,50000,100000
R000912,2024-05-26,P037,マルちゃん 正麺,5,250,1250
R000913,2024-05-27,P187,季節のフルーツ定期便 月1回【店頭】,1,4980,4980
R000914,2024-05-27,P169,北海道十勝 ラクレットチーズ 300g＜期間限定＞,3,2480,7440
R000915,2024-05-27,P040,クラシエ サッポロ一番【店頭】＜期間限定＞,10,210,2100
R000916,2024-05-28,P200,花ごころ 培養土 25L & 肥料セット【店頭】,1,1480,1480
R000917,2024-05-28,P004,日清 カップヌードル,10,200,2000
R000918,2024-05-28,P051,ユニクロ スウェットパーカー＜半額セール＞,3,2500,7500
R000919,2024-05-30,P164,銀座千疋屋 クリスマスケーキ【半額セール】,4,5400,21600
R000920,2024-05-30,P157,ピジョン 哺乳びん 母乳実感【閉店セール】,1,1980,1980
R000921,2024-05-30,P076,パナソニック ポータブルスピーカー[半額セール],2,6000,12000
R000922,2024-05-30,P139,カリマー 登山リュック 30L【店頭】＜期間限定＞,1,18800,18800
R000923,2024-05-31,P035,ヤクルト 1000【店頭】＜期間限定＞,6,250,1500
R000924,2024-05-31,P086,三菱 IHクッキングヒーター,3,45000,135000
R000925,2024-05-31,P104,iRobot ルンバ i5 ロボット掃除機,1,49800,49800
R000926,2024-05-31,P063,ぺんてる シャープペンシル,8,160,1280
R000927,2024-05-31,P139,カリマー 登山リュック 30L,1,18800,18800
R000928,2024-05-31,P072,バンダイ スーパーロボットアクションフィギュア（半額セール）,5,4000,20000
R000929,2024-06-01,P170,京都宇治 抹茶スイーツ詰め合わせ【店頭】＜期間限定＞,1,3200,3200
R000930,2024-06-01,P013,ライオン レノアハピネス【半額セール】,7,500,3500
R000931,2024-06-02,P026,富士通 ノートパソコン FMV【店頭】【半額セール】,1,80000,80000
R000932,2024-06-02,P199,BOSCH レーザー距離計【店頭】＜半額セール＞,1,7980,7980
R000933,2024-06-02,P021,東芝 ノンフロン冷蔵庫【半額セール】,1,85000,85000
R000934,2024-06-02,P012,明治 ミルクチョコレート（期間限定）,10,150,1500
R000935,2024-06-02,P015,森永 エンゼルパイ【閉店セール】,10,300,3000
R000936,2024-06-02,P039,ロッテ ガーナミルクチョコレート,4,180,720
R000937,2024-06-02,P046,ロート製薬 ムヒ,4,500,2000
R000938,2024-06-03,P029,キャノン PIXMA iX6820【期間限定】,1,25000,25000
R000939,2024-06-03,P117,ザバス ホエイプロテイン ココア味 1kg【店頭】【半額セール】,2,3980,7960
R000940,2024-06-04,P043,P&G アリエール洗濯洗剤【店頭】＜期間限定＞,3,800,2400
R000941,2024-06-04,P152,GEX ハムスターケージ[半額セール],2,4980,9960
R000942,2024-06-04,P149,チャオ ちゅ〜る バラエティ 50本【店頭】＜半額セール＞,5,1980,9900
R000943,2024-06-05,P010,タカラトミー ガンダムフィギュア,3,3000,9000
R000944,2024-06-05,P058,コクヨ キャンパスノート（期間限定）,5,200,1000
R000945,2024-06-05,P076,パナソニック ポータブルスピーカー【店頭】【半額セール】,3,6000,18000
R000946,2024-06-05,P076,パナソニック ポータブルスピーカー［期間限定］,2,6000,12000
R000947,2024-06-05,P069,タカラトミー トミカ【閉店セール】,1,1500,1500
R000948,2024-06-06,P121,明治 アミノコラーゲン 200g＜期間限定＞,4,2480,9920
R000949,2024-06-06,P072,バンダイ スーパーロボットアクションフィギュア【店頭】,1,4000,4000
R000950,2024-06-07,P087,ソニー ゲーム機 PLAYSTATION5【店頭】【半額セール】,2,50000,100000
R000951,2024-06-07,P055,無印良品 シンプルワンピース［期間限定］,1,4000,4000
R000952,2024-06-07,P006,花王 アタック洗剤（期間限定）,2,800,1600
R000953,2024-06-07,P064,クラフトマン ボールペン（期間限定）,1,150,150
R000954,2024-06-08,P064,クラフトマン ボールペン,1,150,150
R000955,2024-06-08,P020,パナソニック 掃除機 MC-CL883,1,75000,75000
R000956,2024-06-09,P006,花王 アタック洗剤[半額セール],1,800,800
R000957,2024-06-09,P123,大塚製薬 ネイチャーメイド 鉄分【期間限定】,8,980,7840
R000958,2024-06-10,P069,タカラトミー トミカ【店頭】,2,1500,3000
R000959,2024-06-10,P063,ぺんてる シャープペンシル[期間限定],9,160,1440
R000960,2024-06-10,P044,資生堂 TSUBAKIシャンプー[期間限定],2,1200,2400
R000961,2024-06-10,P123,大塚製薬 ネイチャーメイド 鉄分,8,980,7840
R000962,2024-06-11,P071,バンダイ デジモンカード,1,500,500
R000963,2024-06-11,P196,TONE 工具セット 56点【店頭】＜期間限定＞,2,14800,29600
R000964,2024-06-11,P066,タカラトミー プラレール【店頭】【半額セール】,2,2800,5600
R000965,2024-06-11,P048,花王 ソフィ 洗濯柔軟剤【期間限定】,9,300,2700
R000966,2024-06-12,P004,日清 カップヌードル,6,200,1200
R000967,2024-06-12,P148,ペティオ ペットベッド あったかドーム＜半額セール＞,3,3480,10440
R000968,2024-06-12,P027,NEC ValueBook【期間限定】,1,85000,85000
R000969,2024-06-12,P044,資生堂 TSUBAKIシャンプー【閉店セール】,3,1200,3600
R000970,2024-06-12,P134,バーミックス ハンドブレンダー,1,24800,24800
R000971,2024-06-12,P013,ライオン レノアハピネス【店頭】【半額セール】,3,500,1500
R000972,2024-06-13,P002,パナソニック VIERA TH-55FX700M,2,120000,240000
R000973,2024-06-13,P109,タニタ 体組成計 インナースキャンデュアル【店頭】＜期間限定＞,1,9800,9800
R000974,2024-06-13,P085,日立 炊飯器 RZ-Mシリーズ［期間限定］,1,30000,30000
R000975,2024-06-13,P101,Echo Dot スマートスピーカー,3,5980,17940
R000976,2024-06-13,P015,森永 エンゼルパイ【閉店セール】,8,300,2400
R000977,2024-06-13,P169,北海道十勝 ラクレットチーズ 300g【半額セール】,5,2480,12400
R000978,2024-06-14,P013,ライオン レノアハピネス（期間限定）,5,500,2500
R000979,2024-06-15,P060,トンボ鉛筆 モノ消しゴム【店頭】［期間限定］,3,100,300
R000980,2024-06-15,P107,Ring ビデオドアベル【店頭】【半額セール】,1,18800,18800
R000981,2024-06-15,P181,ステンレスストロー 8本セット（期間限定）,4,1280,5120
R000982,2024-06-15,P040,クラシエ サッポロ一番【店頭】＜半額セール＞,9,210,1890
R000983,2024-06-16,P036,ハウス食品 カレールウ,10,300,3000
R000984,2024-06-16,P183,みつろうラップ 3枚セット,5,2480,12400
R000985,2024-06-16,P180,竹歯ブラシ 4本セット,3,980,2940
R000986,2024-06-16,P163,有機野菜セット 10品目【店頭】【半額セール】,2,3280,6560
R000987,2024-06-16,P005,キリン 一番搾りビール[期間限定],9,400,3600
R000988,2024-06-16,P143,ダイワ 釣り竿 スピニングロッド[期間限定],1,12800,12800
R000989,2024-06-17,P195,パキラ 観葉植物 8号鉢＜半額セール＞,2,4980,9960
R000990,2024-06-17,P122,DHC ビタミンC 60日分【期間限定】,5,580,2900
R000991,2024-06-17,P013,ライオン レノアハピネス【店頭】,1,500,500
R000992,2024-06-17,P185,ソーラーチャージャー 折りたたみ式【店頭】,5,5980,29900
R000993,2024-06-17,P146,花王 ニャンとも清潔トイレセット＜期間限定＞,1,3980,3980
R000994,2024-06-17,P127,パナソニック フードプロセッサー【店頭】［期間限定］,2,8980,17960
R000995,2024-06-18,P111,ヤーマン 美顔器 フォトプラス＜期間限定＞,1,39800,39800
R000996,2024-06-18,P089,マイクロソフト Xbox Series X【閉店セール】,1,55000,55000
R000997,2024-06-18,P172,三陸産 生ウニ 100g＜半額セール＞,1,5980,5980
R000998,2024-06-18,P004,日清 カップヌードル（半額セール）,5,200,1000
R000999,2024-06-18,P175,テンピュール ネックピロー,2,5980,11960
R001000,2024-06-19,P150,アイリスオーヤマ ペット用自動給水器,2,2980,5960
R001001,2024-06-19,P004,日清 カップヌードル（半額セール）,1,200,200
R001002,2024-06-19,P042,ユニ・チャーム ソフィ,4,350,1400
R001003,2024-06-20,P037,マルちゃん 正麺,10,250,2500
R001004,2024-06-20,P009,パイロット フリクションボールペン【閉店セール】,4,100,400
R001005,2024-06-20,P138,パールイズミ サイクリンググローブ,1,3980,3980
R001006,2024-06-20,P037,マルちゃん 正麺【半額セール】,3,250,750
R001007,2024-06-21,P065,プラス カラーペンセット【店頭】＜期間限定＞,10,250,2500
R001008,2024-06-22,P058,コクヨ キャンパスノート（期間限定）,5,200,1000
R001009,2024-06-22,P120,日食 プレミアムピュアオートミール 300g,5,498,2490
R001010,2024-06-23,P193,マキタ 充電式電動ドライバー[半額セール],5,9800,49000
R001011,2024-06-24,P134,バーミックス ハンドブレンダー,1,24800,24800
R001012,2024-06-24,P083,パナソニック 冷蔵庫 NR-F603M【店頭】＜期間限定＞,2,90000,180000
R001013,2024-06-25,P123,大塚製薬 ネイチャーメイド 鉄分,7,980,6860
R001014,2024-06-25,P110,フィリップス ソニッケアー 電動歯ブラシ（期間限定）,1,8980,8980
R001015,2024-06-25,P056,パイロット G2 ジェルペン＜期間限定＞,5,150,750
R001016,2024-06-25,P145,ロイヤルカナン ドッグフード 3kg（半額セール）,5,4280,21400
R001017,2024-06-26,P193,マキタ 充電式電動ドライバー［期間限定］,2,9800,19600
R001018,2024-06-26,P053,ユニクロ ストレッチジャケット,2,3500,7000
R001019,2024-06-27,P139,カリマー 登山リュック 30L,2,18800,37600
R001020,2024-06-27,P049,ユニクロ ジーンズ[期間限定],1,3000,3000
R001021,2024-06-27,P013,ライオン レノアハピネス【期間限定】,4,500,2000
R001022,2024-06-28,P153,コンビ ベビーカー スゴカルα【半額セール】,1,39800,39800
R001023,2024-06-28,P041,カゴメ トマトジュース（ネット）,4,180,720
R001024,2024-06-29,P153,コンビ ベビーカー スゴカルα【期間限定】,3,39800,119400
R001025,2024-06-29,P123,大塚製薬 ネイチャーメイド 鉄分【半額セール】,4,980,3920
R001026,2024-06-29,P114,オムロン 血圧計 上腕式【半額セール】,2,7980,15960
R001027,2024-06-29,P063,ぺんてる シャープペンシル【店頭】【半額セール】,6,160,960
R001028,2024-06-30,P148,ペティオ ペットベッド あったかドーム【店頭】【半額セール】,1,3480,3480
R001029,2024-07-01,P068,バンダイ 仮面ライダーアクションフィギュア（半額セール）,1,3200,3200
R001030,2024-07-01,P048,花王 ソフィ 洗濯柔軟剤＜期間限定＞,2,300,600
R001031,2024-07-01,P062,パイロット フリクションペン［期間限定］,4,130,520
R001032,2024-07-01,P095,オリンパス PEN-F【店頭】＜半額セール＞,1,140000,140000
R001033,2024-07-01,P116,ブラウン メンズシェーバー シリーズ9,1,24800,24800
R001034,2024-07-01,P170,京都宇治 抹茶スイーツ詰め合わせ【店頭】,1,3200,3200
R001035,2024-07-01,P162,北海道 夕張メロン 1玉[期間限定],5,5800,29000
R001036,2024-07-02,P009,パイロット フリクションボールペン【店頭】【半額セール】,7,100,700
R001037,2024-07-02,P037,マルちゃん 正麺【店頭】,1,250,250
R001038,2024-07-02,P130,デロンギ コーヒーメーカー マグニフィカS【店頭】＜期間限定＞,1,59800,59800
