REVIEW_ID,STORE_ID,REVIEW_DATE,RATING,REVIEW_TEXT,REVIEWER_AGE_GROUP
R250,S358,2024-04-12,4,お惣菜のクオリティが高い。手作り感があって、コンビニとは思えない味です。,40代
R251,S245,2024-07-09,3,立地は便利だけど、品揃えがもう少し充実してほしい。特にパンの種類が少ない。,50代以上
R252,S082,2025-09-10,4,おにぎりの品揃えが素晴らしい。特に地域限定の具材が気に入っています。,50代以上
R253,S435,2024-09-30,3,清潔感はあるが、売場のレイアウトが分かりにくい。特に初めて来た人は迷うと思う。,20代
R254,S474,2025-05-19,2,夕方になると弁当がほとんど品切れになっている。補充が追いついていない感じがする。,20代
R255,S050,2025-04-03,2,Wi-Fiがないのが不便。休憩で使いたいのに。近くの他のコンビニにはあるのに。,20代
R256,S481,2024-04-27,4,新商品がいつも早く入荷されるので、新しいもの好きにはたまらない店舗です。,20代
R257,S002,2024-05-28,3,駅前で使いやすいのは良いが、混雑時はレジの回転が悪い。もう1台増やしてほしい。,20代
R258,S305,2024-07-16,2,照明が暗くて、特に夜は入りづらい雰囲気がある。防犯面でも心配です。,20代
R259,S334,2024-11-18,5,駅から近くて便利です。通勤途中に毎日寄っています。,50代以上
R260,S168,2024-12-07,5,コーヒーの品質が良くて、毎朝ここで買っています。コスパも良いです。,30代
R261,S486,2025-03-09,3,立地は便利だけど、品揃えがもう少し充実してほしい。特にパンの種類が少ない。,40代
R262,S460,2025-03-24,3,基本的には満足しているが、夜間のスタッフの対応に差がある。研修を強化してほしい。,20代
R263,S347,2024-09-26,3,コーヒーは美味しいが、フードメニューのバリエーションが少ない。もっと選びたい。,20代
R264,S234,2024-02-11,3,清潔感はあるが、売場のレイアウトが分かりにくい。特に初めて来た人は迷うと思う。,40代
R265,S106,2024-01-01,3,駅前で使いやすいのは良いが、混雑時はレジの回転が悪い。もう1台増やしてほしい。,50代以上
R266,S429,2025-10-14,2,照明が暗くて、特に夜は入りづらい雰囲気がある。防犯面でも心配です。,30代
R267,S135,2025-05-20,4,宅配便の受け取りができるようになって、とても便利になりました。,40代
R268,S323,2025-05-02,4,店内がいつも清潔で、気持ちよく利用しています。トイレもきれいです。,30代
R269,S339,2024-04-26,3,コーヒーは美味しいが、フードメニューのバリエーションが少ない。もっと選びたい。,30代
R270,S110,2025-07-26,4,スタッフの方がフレンドリーで、地域に密着した温かみのあるお店だと思います。,30代
R271,S436,2025-09-24,3,清潔感はあるが、売場のレイアウトが分かりにくい。特に初めて来た人は迷うと思う。,30代
R272,S383,2025-09-23,5,セルフレジが導入されてから、レジ待ちが減りました。スムーズに買い物できます。,20代
R273,S214,2025-05-09,3,駅前で使いやすいのは良いが、混雑時はレジの回転が悪い。もう1台増やしてほしい。,30代
R274,S302,2025-05-28,1,トイレが汚いことが多い。清掃の頻度を上げてほしい。,50代以上
R275,S116,2025-05-10,4,24時間営業なので、夜遅くなっても安心です。残業帰りによく利用します。,30代
R276,S285,2025-04-24,4,ATMがあるので急にお金が必要な時に助かります。手数料も安いです。,20代
R277,S170,2024-04-10,3,清潔感はあるが、売場のレイアウトが分かりにくい。特に初めて来た人は迷うと思う。,20代
R278,S090,2024-01-03,5,店員さんの対応がとても丁寧です。いつも気持ちよく買い物できます。,30代
R279,S403,2024-05-19,4,駅から近くて便利です。通勤途中に毎日寄っています。,50代以上
R280,S236,2024-12-03,4,品揃えが豊富で助かっています。特にお弁当の種類が多いのが嬉しいです。,20代
R281,S174,2024-05-30,1,照明が暗くて、特に夜は入りづらい雰囲気がある。防犯面でも心配です。,30代
R282,S390,2025-10-17,5,コーヒーの品質が良くて、毎朝ここで買っています。コスパも良いです。,20代
R283,S458,2024-09-04,4,イートインスペースが快適です。ちょっとした休憩に最適です。,30代
R284,S095,2025-02-24,2,店内が狭くて、他のお客さんとすれ違うのが大変です。カートも使えない広さです。,20代
R285,S217,2024-07-04,1,レジが1台しか稼働していなくて、昼時は長い列ができる。改善してほしい。,40代
R286,S323,2024-07-03,2,価格が近隣のコンビニと比べて少し高い印象。もう少し安くしてほしい。,40代
R287,S459,2025-10-22,2,夕方になると弁当がほとんど品切れになっている。補充が追いついていない感じがする。,20代
R288,S030,2024-08-29,5,品揃えが豊富で助かっています。特にお弁当の種類が多いのが嬉しいです。,40代
R289,S373,2025-07-19,5,イートインスペースが快適です。ちょっとした休憩に最適です。,50代以上
R290,S146,2025-02-07,2,Wi-Fiがないのが不便。休憩で使いたいのに。近くの他のコンビニにはあるのに。,50代以上
R291,S086,2025-11-05,4,宅配便の受け取りができるようになって、とても便利になりました。,20代
R292,S288,2024-07-08,2,お弁当の消費期限が短い商品が多く、買うタイミングが難しい。,30代
R293,S012,2024-01-30,3,コーヒーは美味しいが、フードメニューのバリエーションが少ない。もっと選びたい。,30代
R294,S149,2024-09-12,1,接客態度がよくない。挨拶がないし、レジ対応も雑に感じることがある。,50代以上
R295,S136,2025-03-22,4,おにぎりの品揃えが素晴らしい。特に地域限定の具材が気に入っています。,20代
R296,S085,2025-08-05,3,立地は便利だけど、品揃えがもう少し充実してほしい。特にパンの種類が少ない。,10代
R297,S180,2024-08-13,1,お弁当の消費期限が短い商品が多く、買うタイミングが難しい。,20代
R298,S499,2024-07-01,2,Wi-Fiがないのが不便。休憩で使いたいのに。近くの他のコンビニにはあるのに。,10代
R299,S021,2025-09-29,4,駅から近くて便利です。通勤途中に毎日寄っています。,30代
R300,S446,2024-03-14,2,レジが1台しか稼働していなくて、昼時は長い列ができる。改善してほしい。,30代
R301,S426,2024-08-01,4,店内がいつも清潔で、気持ちよく利用しています。トイレもきれいです。,20代
R302,S491,2025-09-22,4,季節限定のスイーツが毎回楽しみです。特に冬のチョコレート系が美味しいです。,20代
R303,S286,2024-09-09,3,立地は便利だけど、品揃えがもう少し充実してほしい。特にパンの種類が少ない。,40代
R304,S442,2024-06-27,5,24時間営業なので、夜遅くなっても安心です。残業帰りによく利用します。,30代
R305,S404,2025-07-26,4,スタッフの方がフレンドリーで、地域に密着した温かみのあるお店だと思います。,20代
R306,S061,2024-02-16,2,お弁当の消費期限が短い商品が多く、買うタイミングが難しい。,20代
R307,S010,2025-01-12,5,季節限定のスイーツが毎回楽しみです。特に冬のチョコレート系が美味しいです。,10代
R308,S377,2024-10-06,5,イートインスペースが快適です。ちょっとした休憩に最適です。,20代
R309,S063,2025-09-30,1,照明が暗くて、特に夜は入りづらい雰囲気がある。防犯面でも心配です。,40代
R310,S010,2025-11-13,4,おにぎりの品揃えが素晴らしい。特に地域限定の具材が気に入っています。,40代
R311,S010,2024-09-11,4,ATMがあるので急にお金が必要な時に助かります。手数料も安いです。,40代
R312,S318,2024-07-20,3,立地は便利だけど、品揃えがもう少し充実してほしい。特にパンの種類が少ない。,20代
R313,S290,2024-01-25,1,お弁当の消費期限が短い商品が多く、買うタイミングが難しい。,30代
R314,S077,2024-02-22,1,夕方になると弁当がほとんど品切れになっている。補充が追いついていない感じがする。,30代
R315,S117,2024-05-18,1,価格が近隣のコンビニと比べて少し高い印象。もう少し安くしてほしい。,30代
R316,S442,2025-09-09,2,Wi-Fiがないのが不便。休憩で使いたいのに。近くの他のコンビニにはあるのに。,50代以上
R317,S421,2024-11-28,4,店内がいつも清潔で、気持ちよく利用しています。トイレもきれいです。,30代
R318,S209,2024-02-07,3,清潔感はあるが、売場のレイアウトが分かりにくい。特に初めて来た人は迷うと思う。,50代以上
R319,S302,2024-07-31,2,価格が近隣のコンビニと比べて少し高い印象。もう少し安くしてほしい。,20代
R320,S132,2024-05-31,1,Wi-Fiがないのが不便。休憩で使いたいのに。近くの他のコンビニにはあるのに。,30代
R321,S083,2024-06-16,4,店内がいつも清潔で、気持ちよく利用しています。トイレもきれいです。,30代
R322,S337,2024-10-17,3,基本的には満足しているが、夜間のスタッフの対応に差がある。研修を強化してほしい。,40代
R323,S149,2024-02-16,2,トイレが汚いことが多い。清掃の頻度を上げてほしい。,50代以上
R324,S010,2025-03-13,3,コーヒーは美味しいが、フードメニューのバリエーションが少ない。もっと選びたい。,40代
R325,S226,2025-12-22,5,宅配便の受け取りができるようになって、とても便利になりました。,50代以上
R326,S033,2025-10-19,2,価格が近隣のコンビニと比べて少し高い印象。もう少し安くしてほしい。,40代
R327,S184,2024-01-03,4,スタッフの方がフレンドリーで、地域に密着した温かみのあるお店だと思います。,30代
R328,S352,2025-08-21,1,接客態度がよくない。挨拶がないし、レジ対応も雑に感じることがある。,40代
R329,S038,2025-12-30,3,駅前で使いやすいのは良いが、混雑時はレジの回転が悪い。もう1台増やしてほしい。,30代
R330,S395,2024-02-05,5,イートインスペースが快適です。ちょっとした休憩に最適です。,20代
R331,S287,2024-08-03,4,品揃えが豊富で助かっています。特にお弁当の種類が多いのが嬉しいです。,40代
R332,S447,2024-09-05,4,駅から近くて便利です。通勤途中に毎日寄っています。,50代以上
R333,S096,2024-08-05,3,清潔感はあるが、売場のレイアウトが分かりにくい。特に初めて来た人は迷うと思う。,30代
R334,S028,2024-10-01,1,価格が近隣のコンビニと比べて少し高い印象。もう少し安くしてほしい。,50代以上
R335,S405,2024-01-23,5,新商品がいつも早く入荷されるので、新しいもの好きにはたまらない店舗です。,40代
R336,S245,2025-01-22,4,店内がいつも清潔で、気持ちよく利用しています。トイレもきれいです。,20代
R337,S479,2025-09-02,3,清潔感はあるが、売場のレイアウトが分かりにくい。特に初めて来た人は迷うと思う。,30代
R338,S004,2025-05-30,4,スタッフの方がフレンドリーで、地域に密着した温かみのあるお店だと思います。,20代
R339,S121,2024-03-28,5,品揃えが豊富で助かっています。特にお弁当の種類が多いのが嬉しいです。,30代
R340,S474,2025-10-19,5,お惣菜のクオリティが高い。手作り感があって、コンビニとは思えない味です。,20代
R341,S020,2024-08-07,3,基本的には満足しているが、夜間のスタッフの対応に差がある。研修を強化してほしい。,30代
R342,S232,2024-08-08,2,接客態度がよくない。挨拶がないし、レジ対応も雑に感じることがある。,30代
R343,S083,2024-02-10,4,季節限定のスイーツが毎回楽しみです。特に冬のチョコレート系が美味しいです。,10代
R344,S468,2024-07-13,2,Wi-Fiがないのが不便。休憩で使いたいのに。近くの他のコンビニにはあるのに。,20代
R345,S284,2024-09-06,2,駐車場がないので車で行けません。周辺にコインパーキングもなく不便です。,20代
R346,S080,2025-10-22,2,照明が暗くて、特に夜は入りづらい雰囲気がある。防犯面でも心配です。,20代
R347,S014,2025-03-23,2,夕方になると弁当がほとんど品切れになっている。補充が追いついていない感じがする。,20代
R348,S010,2025-10-26,4,新商品がいつも早く入荷されるので、新しいもの好きにはたまらない店舗です。,20代
R349,S399,2025-01-05,4,セルフレジが導入されてから、レジ待ちが減りました。スムーズに買い物できます。,40代
R350,S470,2024-05-28,5,新商品がいつも早く入荷されるので、新しいもの好きにはたまらない店舗です。,20代
R351,S148,2024-06-08,5,イートインスペースが快適です。ちょっとした休憩に最適です。,40代
R352,S181,2024-10-01,4,おにぎりの品揃えが素晴らしい。特に地域限定の具材が気に入っています。,20代
R353,S035,2025-08-30,2,価格が近隣のコンビニと比べて少し高い印象。もう少し安くしてほしい。,20代
R354,S039,2025-07-28,4,お惣菜のクオリティが高い。手作り感があって、コンビニとは思えない味です。,40代
R355,S451,2025-02-23,4,おにぎりの品揃えが素晴らしい。特に地域限定の具材が気に入っています。,20代
R356,S043,2025-02-21,3,清潔感はあるが、売場のレイアウトが分かりにくい。特に初めて来た人は迷うと思う。,30代
R357,S041,2024-03-12,5,セルフレジが導入されてから、レジ待ちが減りました。スムーズに買い物できます。,50代以上
R358,S416,2024-01-28,4,新商品がいつも早く入荷されるので、新しいもの好きにはたまらない店舗です。,50代以上
R359,S476,2024-12-09,3,コーヒーは美味しいが、フードメニューのバリエーションが少ない。もっと選びたい。,20代
R360,S390,2024-03-27,5,コーヒーの品質が良くて、毎朝ここで買っています。コスパも良いです。,20代
R361,S198,2024-07-11,2,店内が狭くて、他のお客さんとすれ違うのが大変です。カートも使えない広さです。,40代
R362,S195,2025-03-05,3,立地は便利だけど、品揃えがもう少し充実してほしい。特にパンの種類が少ない。,30代
R363,S278,2024-02-03,2,照明が暗くて、特に夜は入りづらい雰囲気がある。防犯面でも心配です。,30代
R364,S455,2024-06-29,3,立地は便利だけど、品揃えがもう少し充実してほしい。特にパンの種類が少ない。,40代
R365,S270,2025-06-03,4,季節限定のスイーツが毎回楽しみです。特に冬のチョコレート系が美味しいです。,20代
R366,S167,2025-02-10,5,新商品がいつも早く入荷されるので、新しいもの好きにはたまらない店舗です。,30代
R367,S113,2025-02-06,3,駅前で使いやすいのは良いが、混雑時はレジの回転が悪い。もう1台増やしてほしい。,10代
R368,S007,2025-02-14,4,新商品がいつも早く入荷されるので、新しいもの好きにはたまらない店舗です。,40代
R369,S033,2024-03-08,4,おにぎりの品揃えが素晴らしい。特に地域限定の具材が気に入っています。,40代
R370,S069,2025-09-12,5,24時間営業なので、夜遅くなっても安心です。残業帰りによく利用します。,30代
R371,S381,2025-06-09,5,お惣菜のクオリティが高い。手作り感があって、コンビニとは思えない味です。,30代
R372,S365,2024-09-06,3,立地は便利だけど、品揃えがもう少し充実してほしい。特にパンの種類が少ない。,30代
R373,S495,2024-11-17,5,新商品がいつも早く入荷されるので、新しいもの好きにはたまらない店舗です。,50代以上
R374,S015,2025-12-02,3,清潔感はあるが、売場のレイアウトが分かりにくい。特に初めて来た人は迷うと思う。,20代
R375,S071,2024-03-30,1,店内が狭くて、他のお客さんとすれ違うのが大変です。カートも使えない広さです。,30代
R376,S312,2024-05-11,3,清潔感はあるが、売場のレイアウトが分かりにくい。特に初めて来た人は迷うと思う。,20代
R377,S033,2025-11-26,2,Wi-Fiがないのが不便。休憩で使いたいのに。近くの他のコンビニにはあるのに。,20代
R378,S249,2024-12-04,3,駅前で使いやすいのは良いが、混雑時はレジの回転が悪い。もう1台増やしてほしい。,20代
R379,S173,2024-03-19,3,駅前で使いやすいのは良いが、混雑時はレジの回転が悪い。もう1台増やしてほしい。,10代
R380,S311,2024-08-08,3,基本的には満足しているが、夜間のスタッフの対応に差がある。研修を強化してほしい。,50代以上
R381,S046,2024-12-28,5,おにぎりの品揃えが素晴らしい。特に地域限定の具材が気に入っています。,20代
R382,S484,2025-05-24,4,店員さんの対応がとても丁寧です。いつも気持ちよく買い物できます。,30代
R383,S058,2024-10-22,2,照明が暗くて、特に夜は入りづらい雰囲気がある。防犯面でも心配です。,30代
R384,S249,2024-06-18,2,レジが1台しか稼働していなくて、昼時は長い列ができる。改善してほしい。,50代以上
R385,S409,2025-07-26,1,店内が狭くて、他のお客さんとすれ違うのが大変です。カートも使えない広さです。,30代
R386,S370,2025-11-22,4,新商品がいつも早く入荷されるので、新しいもの好きにはたまらない店舗です。,20代
R387,S335,2025-11-14,4,駅から近くて便利です。通勤途中に毎日寄っています。,40代
R388,S414,2024-12-19,4,イートインスペースが快適です。ちょっとした休憩に最適です。,30代
R389,S388,2024-12-16,3,立地は便利だけど、品揃えがもう少し充実してほしい。特にパンの種類が少ない。,20代
R390,S258,2025-05-01,3,清潔感はあるが、売場のレイアウトが分かりにくい。特に初めて来た人は迷うと思う。,40代
R391,S479,2024-01-09,4,24時間営業なので、夜遅くなっても安心です。残業帰りによく利用します。,40代
R392,S191,2025-04-10,3,コーヒーは美味しいが、フードメニューのバリエーションが少ない。もっと選びたい。,20代
R393,S023,2025-03-16,5,店内がいつも清潔で、気持ちよく利用しています。トイレもきれいです。,30代
R394,S064,2024-03-22,3,コーヒーは美味しいが、フードメニューのバリエーションが少ない。もっと選びたい。,50代以上
R395,S412,2025-10-18,4,宅配便の受け取りができるようになって、とても便利になりました。,10代
R396,S145,2024-07-17,5,ATMがあるので急にお金が必要な時に助かります。手数料も安いです。,20代
R397,S180,2025-11-28,2,駐車場がないので車で行けません。周辺にコインパーキングもなく不便です。,30代
R398,S441,2024-02-17,5,ATMがあるので急にお金が必要な時に助かります。手数料も安いです。,40代
R399,S028,2024-06-16,3,コーヒーは美味しいが、フードメニューのバリエーションが少ない。もっと選びたい。,50代以上
R400,S151,2025-07-27,3,立地は便利だけど、品揃えがもう少し充実してほしい。特にパンの種類が少ない。,20代
R401,S068,2025-08-03,4,コーヒーの品質が良くて、毎朝ここで買っています。コスパも良いです。,30代
R402,S382,2025-01-15,3,立地は便利だけど、品揃えがもう少し充実してほしい。特にパンの種類が少ない。,50代以上
R403,S148,2024-06-25,5,おにぎりの品揃えが素晴らしい。特に地域限定の具材が気に入っています。,20代
R404,S284,2025-02-01,4,おにぎりの品揃えが素晴らしい。特に地域限定の具材が気に入っています。,50代以上
R405,S137,2024-03-23,5,品揃えが豊富で助かっています。特にお弁当の種類が多いのが嬉しいです。,20代
R406,S296,2025-07-04,5,イートインスペースが快適です。ちょっとした休憩に最適です。,20代
R407,S070,2025-01-07,1,接客態度がよくない。挨拶がないし、レジ対応も雑に感じることがある。,30代
R408,S213,2025-07-14,4,店内がいつも清潔で、気持ちよく利用しています。トイレもきれいです。,30代
R409,S240,2024-05-06,2,夕方になると弁当がほとんど品切れになっている。補充が追いついていない感じがする。,20代
R410,S242,2025-07-28,1,Wi-Fiがないのが不便。休憩で使いたいのに。近くの他のコンビニにはあるのに。,50代以上
R411,S426,2024-10-20,3,立地は便利だけど、品揃えがもう少し充実してほしい。特にパンの種類が少ない。,30代
R412,S272,2024-05-19,5,新商品がいつも早く入荷されるので、新しいもの好きにはたまらない店舗です。,30代
R413,S490,2024-08-21,3,駅前で使いやすいのは良いが、混雑時はレジの回転が悪い。もう1台増やしてほしい。,40代
R414,S032,2025-02-24,3,駅前で使いやすいのは良いが、混雑時はレジの回転が悪い。もう1台増やしてほしい。,30代
R415,S285,2025-11-21,2,夕方になると弁当がほとんど品切れになっている。補充が追いついていない感じがする。,30代
R416,S388,2024-08-30,4,季節限定のスイーツが毎回楽しみです。特に冬のチョコレート系が美味しいです。,20代
R417,S390,2025-04-02,1,価格が近隣のコンビニと比べて少し高い印象。もう少し安くしてほしい。,30代
R418,S253,2025-07-20,5,イートインスペースが快適です。ちょっとした休憩に最適です。,50代以上
R419,S071,2024-03-01,2,レジが1台しか稼働していなくて、昼時は長い列ができる。改善してほしい。,30代
R420,S226,2025-11-15,5,宅配便の受け取りができるようになって、とても便利になりました。,20代
R421,S461,2025-05-05,2,店内が狭くて、他のお客さんとすれ違うのが大変です。カートも使えない広さです。,30代
R422,S427,2025-11-30,4,コーヒーの品質が良くて、毎朝ここで買っています。コスパも良いです。,40代
R423,S003,2024-10-25,3,駅前で使いやすいのは良いが、混雑時はレジの回転が悪い。もう1台増やしてほしい。,40代
R424,S376,2024-10-27,5,季節限定のスイーツが毎回楽しみです。特に冬のチョコレート系が美味しいです。,40代
R425,S272,2025-01-11,4,おにぎりの品揃えが素晴らしい。特に地域限定の具材が気に入っています。,40代
R426,S132,2025-02-09,5,セルフレジが導入されてから、レジ待ちが減りました。スムーズに買い物できます。,50代以上
R427,S075,2024-03-28,5,品揃えが豊富で助かっています。特にお弁当の種類が多いのが嬉しいです。,20代
R428,S343,2025-06-15,2,接客態度がよくない。挨拶がないし、レジ対応も雑に感じることがある。,50代以上
R429,S464,2025-03-24,1,Wi-Fiがないのが不便。休憩で使いたいのに。近くの他のコンビニにはあるのに。,40代
R430,S360,2024-06-24,3,駅前で使いやすいのは良いが、混雑時はレジの回転が悪い。もう1台増やしてほしい。,40代
R431,S033,2025-05-16,5,イートインスペースが快適です。ちょっとした休憩に最適です。,30代
R432,S264,2024-09-12,3,清潔感はあるが、売場のレイアウトが分かりにくい。特に初めて来た人は迷うと思う。,50代以上
R433,S357,2024-06-30,2,夕方になると弁当がほとんど品切れになっている。補充が追いついていない感じがする。,40代
R434,S279,2025-04-02,3,基本的には満足しているが、夜間のスタッフの対応に差がある。研修を強化してほしい。,30代
R435,S312,2024-06-10,4,イートインスペースが快適です。ちょっとした休憩に最適です。,40代
R436,S131,2025-01-25,3,駅前で使いやすいのは良いが、混雑時はレジの回転が悪い。もう1台増やしてほしい。,20代
R437,S327,2024-10-09,4,セルフレジが導入されてから、レジ待ちが減りました。スムーズに買い物できます。,20代
R438,S177,2025-10-27,4,品揃えが豊富で助かっています。特にお弁当の種類が多いのが嬉しいです。,50代以上
R439,S484,2024-10-08,3,立地は便利だけど、品揃えがもう少し充実してほしい。特にパンの種類が少ない。,10代
R440,S131,2024-10-19,5,店内がいつも清潔で、気持ちよく利用しています。トイレもきれいです。,20代
R441,S310,2024-03-03,1,お弁当の消費期限が短い商品が多く、買うタイミングが難しい。,30代
R442,S277,2024-01-19,4,宅配便の受け取りができるようになって、とても便利になりました。,30代
R443,S238,2025-11-30,1,お弁当の消費期限が短い商品が多く、買うタイミングが難しい。,20代
R444,S477,2025-04-18,4,品揃えが豊富で助かっています。特にお弁当の種類が多いのが嬉しいです。,50代以上
R445,S070,2025-06-04,1,店内が狭くて、他のお客さんとすれ違うのが大変です。カートも使えない広さです。,30代
R446,S465,2025-11-28,4,品揃えが豊富で助かっています。特にお弁当の種類が多いのが嬉しいです。,40代
R447,S329,2025-02-01,4,宅配便の受け取りができるようになって、とても便利になりました。,50代以上
R448,S155,2024-07-14,4,コーヒーの品質が良くて、毎朝ここで買っています。コスパも良いです。,50代以上
R449,S017,2025-05-25,3,コーヒーは美味しいが、フードメニューのバリエーションが少ない。もっと選びたい。,30代
R450,S458,2024-05-31,5,店員さんの対応がとても丁寧です。いつも気持ちよく買い物できます。,10代
R451,S187,2025-11-02,2,価格が近隣のコンビニと比べて少し高い印象。もう少し安くしてほしい。,50代以上
R452,S137,2024-12-20,4,品揃えが豊富で助かっています。特にお弁当の種類が多いのが嬉しいです。,30代
R453,S007,2025-04-08,5,季節限定のスイーツが毎回楽しみです。特に冬のチョコレート系が美味しいです。,30代
R454,S325,2025-12-03,2,価格が近隣のコンビニと比べて少し高い印象。もう少し安くしてほしい。,20代
R455,S275,2024-02-15,2,お弁当の消費期限が短い商品が多く、買うタイミングが難しい。,20代
R456,S394,2025-12-02,2,Wi-Fiがないのが不便。休憩で使いたいのに。近くの他のコンビニにはあるのに。,30代
R457,S031,2025-12-19,5,駅から近くて便利です。通勤途中に毎日寄っています。,30代
R458,S157,2024-06-15,1,照明が暗くて、特に夜は入りづらい雰囲気がある。防犯面でも心配です。,30代
R459,S014,2025-11-06,3,清潔感はあるが、売場のレイアウトが分かりにくい。特に初めて来た人は迷うと思う。,50代以上
R460,S071,2024-06-27,2,店内が狭くて、他のお客さんとすれ違うのが大変です。カートも使えない広さです。,20代
R461,S097,2025-11-22,4,セルフレジが導入されてから、レジ待ちが減りました。スムーズに買い物できます。,20代
R462,S191,2024-03-11,1,接客態度がよくない。挨拶がないし、レジ対応も雑に感じることがある。,10代
R463,S401,2025-11-23,4,店内がいつも清潔で、気持ちよく利用しています。トイレもきれいです。,20代
R464,S214,2024-06-07,5,おにぎりの品揃えが素晴らしい。特に地域限定の具材が気に入っています。,50代以上
R465,S259,2025-05-29,3,駅前で使いやすいのは良いが、混雑時はレジの回転が悪い。もう1台増やしてほしい。,40代
R466,S087,2025-08-20,2,お弁当の消費期限が短い商品が多く、買うタイミングが難しい。,20代
R467,S211,2025-12-09,4,お惣菜のクオリティが高い。手作り感があって、コンビニとは思えない味です。,30代
R468,S327,2025-04-11,2,照明が暗くて、特に夜は入りづらい雰囲気がある。防犯面でも心配です。,20代
R469,S095,2024-12-30,2,夕方になると弁当がほとんど品切れになっている。補充が追いついていない感じがする。,20代
R470,S052,2024-01-25,5,ATMがあるので急にお金が必要な時に助かります。手数料も安いです。,20代
R471,S186,2024-04-14,5,品揃えが豊富で助かっています。特にお弁当の種類が多いのが嬉しいです。,50代以上
R472,S334,2024-03-06,5,宅配便の受け取りができるようになって、とても便利になりました。,30代
R473,S099,2024-08-21,1,接客態度がよくない。挨拶がないし、レジ対応も雑に感じることがある。,40代
R474,S486,2024-09-13,5,品揃えが豊富で助かっています。特にお弁当の種類が多いのが嬉しいです。,40代
R475,S188,2024-03-05,3,清潔感はあるが、売場のレイアウトが分かりにくい。特に初めて来た人は迷うと思う。,20代
R476,S048,2024-01-14,2,トイレが汚いことが多い。清掃の頻度を上げてほしい。,20代
R477,S106,2025-10-10,2,価格が近隣のコンビニと比べて少し高い印象。もう少し安くしてほしい。,40代
R478,S017,2024-10-30,5,宅配便の受け取りができるようになって、とても便利になりました。,20代
R479,S346,2025-02-19,5,24時間営業なので、夜遅くなっても安心です。残業帰りによく利用します。,20代
R480,S356,2025-10-24,5,スタッフの方がフレンドリーで、地域に密着した温かみのあるお店だと思います。,20代
R481,S298,2025-05-20,5,スタッフの方がフレンドリーで、地域に密着した温かみのあるお店だと思います。,40代
R482,S201,2024-03-28,3,コーヒーは美味しいが、フードメニューのバリエーションが少ない。もっと選びたい。,30代
R483,S441,2025-04-27,1,店内が狭くて、他のお客さんとすれ違うのが大変です。カートも使えない広さです。,40代
R484,S048,2025-04-16,4,イートインスペースが快適です。ちょっとした休憩に最適です。,40代
R485,S296,2025-11-18,4,品揃えが豊富で助かっています。特にお弁当の種類が多いのが嬉しいです。,20代
R486,S326,2024-01-25,1,照明が暗くて、特に夜は入りづらい雰囲気がある。防犯面でも心配です。,20代
R487,S437,2025-01-26,3,コーヒーは美味しいが、フードメニューのバリエーションが少ない。もっと選びたい。,40代
R488,S169,2025-12-23,4,品揃えが豊富で助かっています。特にお弁当の種類が多いのが嬉しいです。,50代以上
R489,S429,2024-04-06,1,トイレが汚いことが多い。清掃の頻度を上げてほしい。,50代以上
R490,S184,2025-06-26,4,駅から近くて便利です。通勤途中に毎日寄っています。,30代
R491,S283,2025-01-09,5,24時間営業なので、夜遅くなっても安心です。残業帰りによく利用します。,40代
R492,S254,2024-03-22,1,接客態度がよくない。挨拶がないし、レジ対応も雑に感じることがある。,20代
R493,S496,2025-02-26,2,店内が狭くて、他のお客さんとすれ違うのが大変です。カートも使えない広さです。,50代以上
R494,S346,2024-12-19,3,清潔感はあるが、売場のレイアウトが分かりにくい。特に初めて来た人は迷うと思う。,30代
R495,S060,2024-09-03,5,店員さんの対応がとても丁寧です。いつも気持ちよく買い物できます。,30代
R496,S126,2024-10-11,5,品揃えが豊富で助かっています。特にお弁当の種類が多いのが嬉しいです。,20代
R497,S139,2025-05-18,4,スタッフの方がフレンドリーで、地域に密着した温かみのあるお店だと思います。,20代
R498,S153,2024-12-05,5,ATMがあるので急にお金が必要な時に助かります。手数料も安いです。,40代
R499,S344,2025-08-04,3,立地は便利だけど、品揃えがもう少し充実してほしい。特にパンの種類が少ない。,30代
R500,S367,2025-01-05,5,宅配便の受け取りができるようになって、とても便利になりました。,20代
